Uqno,Psuno_seg,Taz_exp,Stratum,Metro_code,District_code,Pr_code,Geo_type
8771039410000003001,87710394100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771039410000004401,87710394100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771039410000005801,87710394100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771039410000007201,87710394100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771039410000008601,87710394100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771039410000011401,87710394100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771039410000012801,87710394100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771047910000002601,87710479100,502521,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771047910000003201,87710479100,502521,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048510000000101,87710485100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048510000001501,87710485100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048510000002901,87710485100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048510000004301,87710485100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048510000005701,87710485100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048510000007101,87710485100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048510000008501,87710485100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048510000009901,87710485100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048510000012701,87710485100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048710000002801,87710487100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048710000005001,87710487100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048710000011601,87710487100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048710000013801,87710487100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048710000016001,87710487100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771048710000018201,87710487100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771056010000000401,87710560100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771056010000001501,87710560100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771056010000002601,87710560100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771056010000004801,87710560100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771056010000005901,87710560100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771056010000007001,87710560100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771056010000008101,87710560100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771056010000009201,87710560100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771056010000010301,87710560100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771057310000000701,87710573100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771057310000004101,87710573100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771057310000009201,87710573100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771057310000010901,87710573100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771057310000012601,87710573100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771057310000014301,87710573100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771057310000016001,87710573100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771063010000000601,87710630100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771063010000002101,87710630100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771063010000003601,87710630100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771063010000005101,87710630100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771063010000011101,87710630100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771063010000012601,87710630100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771063010000014101,87710630100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771064810000005201,87710648100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771064810000007001,87710648100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771064810000010601,87710648100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771064810000012401,87710648100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771064810000014201,87710648100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771066510000001901,87710665100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771066510000004701,87710665100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771066510000006101,87710665100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771066510000007501,87710665100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771066510000011701,87710665100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771066510000014501,87710665100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771067610000011501,87710676100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771067610000013601,87710676100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771067610000017801,87710676100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073410000000901,87710734100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073410000002701,87710734100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073410000004501,87710734100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073410000006301,87710734100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073410000011701,87710734100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073410000015301,87710734100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073810000000101,87710738100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073810000001201,87710738100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073810000002301,87710738100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073810000003401,87710738100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073810000005601,87710738100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073810000006701,87710738100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073810000007801,87710738100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073810000008901,87710738100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771073810000010001,87710738100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771075010000001601,87710750100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771075010000003401,87710750100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771075010000005201,87710750100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771075010000010601,87710750100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771075010000014201,87710750100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771075010000016001,87710750100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771075010000017801,87710750100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771079410000002001,87710794100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771079410000007801,87710794100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771079410000016501,87710794100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771079410000019401,87710794100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771079410000025201,87710794100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771079410000028101,87710794100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082810000001201,87710828100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082810000002601,87710828100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082810000004001,87710828100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082810000006801,87710828100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082810000009601,87710828100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082810000011001,87710828100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082810000012401,87710828100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082810000013801,87710828100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082910000002401,87710829100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082910000004101,87710829100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082910000007501,87710829100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082910000009201,87710829100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082910000012601,87710829100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082910000014301,87710829100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771082910000016001,87710829100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771084110000000601,87710841100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771084110000001601,87710841100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771084110000002101,87710841100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771084110000002601,87710841100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771084110000003101,87710841100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771084110000003601,87710841100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771084110000004101,87710841100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771084110000004601,87710841100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771084110000005101,87710841100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771086210000004201,87710862100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771086210000008001,87710862100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771086210000015601,87710862100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771086210000017501,87710862100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771089510000000701,87710895100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771089510000002401,87710895100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771089510000004101,87710895100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771089510000005801,87710895100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771089510000007501,87710895100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771089510000009201,87710895100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771089510000012601,87710895100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771089510000014301,87710895100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771089510000016001,87710895100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771090510000000301,87710905100,700500,8803,16,DC32,Mpumalanga,Urban: Urban area
8771090510000005101,87710905100,700500,8803,16,DC32,Mpumalanga,Urban: Urban area
8771090510000009901,87710905100,700500,8803,16,DC32,Mpumalanga,Urban: Urban area
8771091010000007901,87710910100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771091010000011701,87710910100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771091810000006701,87710918100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771091810000006702,87710918100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771091810000008701,87710918100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771091810000010701,87710918100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771091810000012701,87710918100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771091810000014701,87710918100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771091810000016701,87710918100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771091810000018701,87710918100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771092210000002501,87710922100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771092210000005501,87710922100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771092210000007001,87710922100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771092210000010001,87710922100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771092210000011501,87710922100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771092210000014501,87710922100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771093210000001101,87710932100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771093210000006901,87710932100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771093210000009801,87710932100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771093210000018501,87710932100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771093210000024301,87710932100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771093210000027201,87710932100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097010000000201,87710970100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097010000001901,87710970100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097010000003601,87710970100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097010000007001,87710970100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097010000010401,87710970100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097010000012101,87710970100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097010000015501,87710970100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097310000009001,87710973100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097310000017301,87710973100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097310000025601,87710973100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097310000033901,87710973100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097310000042201,87710973100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097310000067101,87710973100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771097310000075401,87710973100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771099310000000401,87710993100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771099310000002201,87710993100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771099310000004001,87710993100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771099310000007601,87710993100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771099310000014801,87710993100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771101810000003201,87711018100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771101810000004501,87711018100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771101810000005801,87711018100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771101810000009701,87711018100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771101810000011001,87711018100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771101910000001101,87711019100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771101910000006501,87711019100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771101910000008301,87711019100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
8771101910000011901,87711019100,700500,8803,16,DC32,Mpumalanga,Rural: Tribal or Traditional area an Farms
9601000810000000301,96010008100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601000810000002901,96010008100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601000810000005501,96010008100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601000810000010701,96010008100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601000810000013301,96010008100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601000810000015901,96010008100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601000810000021101,96010008100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601001010000001001,96010010100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601001010000003501,96010010100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601001010000006001,96010010100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601001010000008501,96010010100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601001010000011001,96010010100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601001010000016001,96010010100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601001010000018501,96010010100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601001010000021001,96010010100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601001010000023501,96010010100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002010000000101,96010020100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002010000005501,96010020100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002010000008201,96010020100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002010000019001,96010020100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002010000021701,96010020100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002010000024401,96010020100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002710000002901,96010027100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002710000004701,96010027100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002710000006501,96010027100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002710000008301,96010027100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002710000011901,96010027100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002710000013701,96010027100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002710000013702,96010027100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002710000015501,96010027100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601002710000017301,96010027100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601003910000001001,96010039100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601003910000004001,96010039100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601003910000007001,96010039100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601003910000010001,96010039100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004510000000301,96010045100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004510000002701,96010045100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004510000005101,96010045100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004510000007501,96010045100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004510000014701,96010045100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004510000017101,96010045100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004810000001501,96010048100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004810000003201,96010048100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004810000004901,96010048100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004810000008301,96010048100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004810000010001,96010048100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004810000011701,96010048100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004810000013401,96010048100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004810000015101,96010048100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601004810000016801,96010048100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005010000007501,96010050100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005010000011501,96010050100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005010000013501,96010050100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005010000019501,96010050100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005710000003301,96010057100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005710000003302,96010057100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005710000003303,96010057100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005710000004601,96010057100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005710000008501,96010057100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005710000011101,96010057100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005710000012401,96010057100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005810000003001,96010058100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005810000004401,96010058100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005810000005801,96010058100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005810000007201,96010058100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005810000008601,96010058100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005810000010001,96010058100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601005810000011401,96010058100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601006210000001601,96010062100,700700,9906,17,DC33,Limpopo,Urban: Urban area
9601006210000003301,96010062100,700700,9906,17,DC33,Limpopo,Urban: Urban area
9601006210000005001,96010062100,700700,9906,17,DC33,Limpopo,Urban: Urban area
9601006210000006701,96010062100,700700,9906,17,DC33,Limpopo,Urban: Urban area
9601006210000008401,96010062100,700700,9906,17,DC33,Limpopo,Urban: Urban area
9601006210000010101,96010062100,700700,9906,17,DC33,Limpopo,Urban: Urban area
9601006210000011801,96010062100,700700,9906,17,DC33,Limpopo,Urban: Urban area
9601006210000013501,96010062100,700700,9906,17,DC33,Limpopo,Urban: Urban area
9601006210000015201,96010062100,700700,9906,17,DC33,Limpopo,Urban: Urban area
9601007210000000401,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601007210000002201,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601007210000004001,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601007210000005801,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601007210000007601,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601007210000009401,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601007210000011201,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601007210000013001,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601007210000014801,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601007210000016601,96010072100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601008410000000301,96010084100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601008410000001201,96010084100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601008410000002101,96010084100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601008410000003001,96010084100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601008410000004801,96010084100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601008410000005701,96010084100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601008410000006601,96010084100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
9601008410000007501,96010084100,700700,9906,17,DC33,Limpopo,Rural: Tribal or Traditional area an Farms
